"SpeciesLatinName","GestationTimeInYears","averagedMaturity.yrs","maxAge"
"Grus rubicunda",NA,NA,33
"Grus vipio",0.0849315068493151,3,45
"Fulica americana",0.063013698630137,1,22.3
"Fulica atra",NA,1,20.6
"Gallinula chloropus",0.0520547945205479,1,18.6
"Gallirallus australis",NA,NA,13.8
"Rallus aquaticus",NA,1,8.9
"Rallus longirostris",0.0602739726027397,1,7.5
"Tauraco leucotis",NA,NA,12.4
"Chlamydotis undulata",NA,NA,NA
"Otis tarda",NA,NA,28.3
"Sericornis frontalis",NA,1,17.6
"Acrocephalus arundinaceus",NA,1,10.1
"Acrocephalus dumetorum",NA,NA,7.8
"Acrocephalus familiaris",NA,NA,NA
"Acrocephalus melanopogon",NA,1,11.2
"Acrocephalus palustris",NA,1,9.8
"Acrocephalus schoenobaenus",NA,1,11.8
"Acrocephalus scirpaceus",NA,1,14
"Acrocephalus sechellensis",NA,NA,17
"Acrocephalus stentoreus",NA,NA,10.6
"Hippolais icterina",NA,1,10.8
"Hippolais polyglotta",NA,1,8.9
"Iduna pallida",NA,1,7.9
"Aegithalos caudatus",NA,1,11.1
"Psaltriparus minimus",0.0328767123287671,1,9.1
"Alauda arvensis",0.0301369863013699,1,10.1
"Eremophila alpestris",0.0301369863013699,1,8
"Galerida cristata",NA,1,11.6
"Lullula arborea",NA,1,6
"Bombycilla cedrorum",0.0383561643835616,1,8.2
"Bombycilla garrulus",0.0383561643835616,1,13.5
"Calcarius lapponicus",0.0328767123287671,NA,6
"Calcarius pictus",0.0328767123287671,1,5
"Plectrophenax hyperboreus",NA,NA,4.8
"Plectrophenax nivalis",0.0328767123287671,1,9.6
"Cardinalis cardinalis",0.0328767123287671,1,28.5
"Cardinalis sinuatus",0.0383561643835616,1,NA
"Cyanocompsa parellina",NA,NA,10.8
"Passerina amoena",0.0328767123287671,1,9.9
"Passerina caerulea",0.0301369863013699,1,10.2
"Passerina ciris",0.0301369863013699,1,12
"Passerina cyanea",0.0328767123287671,1,11
"Pheucticus ludovicianus",0.0328767123287671,1,24
"Pheucticus melanocephalus",0.0328767123287671,1,25
"Piranga ludoviciana",0.0356164383561644,1,15.3
"Piranga olivacea",0.0356164383561644,1,11.9
"Piranga rubra",0.0328767123287671,1,7.9
"Spiza americana",0.0328767123287671,1,4.8
"Certhia americana",NA,1,NA
"Certhia brachydactyla",NA,1,NA
"Certhia familiaris",NA,1,8.2
"Cettia cetti",NA,1,9.3
"Cinclus cinclus",NA,1,10.6
"Cinclus mexicanus",NA,1,8.1
"Coereba flaveola",NA,NA,8.6
"Corcorax melanoramphos",NA,NA,16.3
"Struthidea cinerea",NA,NA,25
"Aphelocoma californica",0.0493150684931507,NA,15.8
"Aphelocoma coerulescens",0.0465753424657534,1,15
"Aphelocoma insularis",0.0493150684931507,1,15.3
"Aphelocoma ultramarina",0.0493150684931507,NA,25
"Coloeus monedula",NA,2,20.3
"Corvus brachyrhynchos",0.0493150684931507,2,20
"Corvus caurinus",0.0493150684931507,2,16.7
"Corvus corax",0.0520547945205479,3,69
"Corvus cornix",NA,NA,16.8
"Corvus corone",NA,3,19.2
"Corvus coronoides",NA,NA,21.8
"Corvus cryptoleucus",0.0575342465753425,NA,21.8
"Corvus frugilegus",NA,2,22.9
"Corvus hawaiiensis",0.0547945205479452,3,25
"Corvus ossifragus",0.0465753424657534,2,14.5
"Cyanocitta cristata",0.0465753424657534,1,26.2
"Cyanocitta stelleri",0.0438356164383562,1,16.1
"Cyanocorax caeruleus",NA,NA,36
"Cyanocorax yncas",0.0465753424657534,1,NA
"Garrulus glandarius",NA,1,17.9
"Gymnorhinus cyanocephalus",0.0465753424657534,1,14.6
"Nucifraga caryocatactes",NA,1,16.2
"Nucifraga columbiana",0.0493150684931507,1,17.4
"Perisoreus canadensis",0.0465753424657534,1,19.2
"Perisoreus infaustus",NA,NA,17.9
"Pica hudsonia",0.0493150684931507,1.5,20
"Pica nuttalli",0.0493150684931507,1,10
"Pica pica",0.0575342465753425,2,21.7
"Pyrrhocorax graculus",NA,3,24.4
"Pyrrhocorax pyrrhocorax",NA,2,20.3
"Rupicola rupicola",NA,NA,7
"Aimophila ruficeps",0.0328767123287671,1,5.1
"Ammodramus bairdii",NA,NA,NA
"Ammodramus caudacutus",0.0301369863013699,1,10
"Ammodramus henslowii",NA,NA,6.5
"Ammodramus leconteii",NA,NA,4.1
"Ammodramus maritimus",0.0328767123287671,1,9
"Ammodramus nelsoni",NA,NA,7.1
"Ammodramus savannarum",0.0301369863013699,1,9.1
"Amphispiza bilineata",0.0328767123287671,NA,6
"Arremonops rufivirgatus",NA,NA,8.2
"Artemisiospiza belli",NA,NA,9.1
"Calamospiza melanocorys",0.0328767123287671,1,4.8
"Chondestes grammacus",0.0328767123287671,NA,7.8
"Emberiza aureola",NA,NA,7
"Emberiza calandra",NA,1,10.6
"Emberiza cirlus",NA,1,6.1
"Emberiza citrinella",NA,1,13.2
"Emberiza hortulana",NA,NA,6.8
"Emberiza melanocephala",NA,NA,11
"Emberiza schoeniclus",NA,1,12.2
"Junco hyemalis",0.0301369863013699,1,11.3
"Junco phaeonotus",0.0356164383561644,1,6.6
"Melospiza georgiana",0.0356164383561644,1,7.8
"Melospiza lincolnii",0.0301369863013699,1,7.6
"Melospiza melodia",0.0328767123287671,1,11.3
"Melozone aberti",0.0383561643835616,1,8.6
"Melozone crissalis",0.0356164383561644,NA,12.8
"Melozone fusca",0.0301369863013699,1,12.8
"Passerculus sandwichensis",0.0328767123287671,1,18
"Passerella iliaca",0.0356164383561644,NA,10.3
"Peucaea aestivalis",0.0356164383561644,1,3.9
"Pipilo chlorurus",0.0328767123287671,1,7.7
"Pipilo erythrophthalmus",0.0328767123287671,1,12.3
"Pipilo maculatus",NA,2,11
"Pooecetes gramineus",0.0328767123287671,1,7.9
"Spizella breweri",0.0301369863013699,1,6.2
"Spizella pallida",0.0328767123287671,0.917808219178082,6.9
"Spizella passerina",0.0328767123287671,1,11.8
"Spizella pusilla",0.0328767123287671,1,10.3
"Spizelloides arborea",0.0328767123287671,1,10.8
"Zonotrichia albicollis",0.0356164383561644,1,14.9
"Zonotrichia atricapilla",0.0328767123287671,1,10.5
"Zonotrichia leucophrys",0.0328767123287671,1,13.3
"Zonotrichia querula",0.0356164383561644,1,11.7
"Erythrura gouldiae",0.0356164383561644,NA,6
"Lonchura oryzivora",0.0383561643835616,NA,NA
"Lonchura striata",NA,NA,10
"Taeniopygia guttata",NA,0.164383561643836,12
"Acanthis flammea",0.0273972602739726,1,12.2
"Acanthis hornemanni",0.0328767123287671,1,6.8
"Carduelis carduelis",NA,1,27
"Carduelis citrinella",NA,1,NA
"Carpodacus erythrinus",NA,1,9
"Chloris chloris",NA,1,13.6
"Chlorodrepanis stejnegeri",0.0383561643835616,NA,9
"Chlorodrepanis virens",0.0383561643835616,NA,12
"Coccothraustes coccothraustes",NA,1,12.6
"Fringilla coelebs",NA,1,29
"Fringilla montifringilla",NA,1,14.8
"Haemorhous cassinii",0.0356164383561644,1,7
"Haemorhous mexicanus",0.0383561643835616,NA,11.6
"Haemorhous purpureus",0.0356164383561644,1,14
"Hemignathus wilsoni",NA,1,13
"Hesperiphona vespertina",0.0356164383561644,NA,17
"Himatione sanguinea",0.0356164383561644,NA,11
"Leucosticte atrata",0.0356164383561644,1,8.6
"Leucosticte australis",NA,NA,5.9
"Leucosticte tephrocotis",0.0383561643835616,1,6.6
"Linaria cannabina",NA,1,9.4
"Linaria flavirostris",NA,1,6.1
"Loxia curvirostra",0.0356164383561644,1,16.1
"Loxia leucoptera",0.0356164383561644,NA,4
"Loxioides bailleui",0.0438356164383562,1.5,13
"Loxops coccineus",0.0410958904109589,1.5,10
"Magumma parva",0.0383561643835616,1,9.5
"Melamprosops phaeosoma",NA,NA,9.2
"Palmeria dolei",0.0465753424657534,2,9.2
"Paroreomyza montana",0.0438356164383562,1.66575342465753,NA
"Pinicola enucleator",0.0356164383561644,1,9.8
"Pyrrhula pyrrhula",NA,1,17.5
"Serinus canaria",NA,NA,24
"Serinus serinus",NA,1,NA
"Spinus pinus",0.0356164383561644,NA,11
"Spinus psaltria",0.0328767123287671,NA,5.7
"Spinus spinus",NA,1,13.5
"Spinus tristis",0.0356164383561644,NA,13
"Telespiza cantans",0.0438356164383562,NA,12
"Telespiza ultima",0.0410958904109589,NA,12
"Vestiaria coccinea",NA,NA,8.8
"Cecropis daurica",NA,NA,9
"Delichon urbicum",NA,1,15
"Hirundo rustica",0.0410958904109589,1,16
"Petrochelidon fulva",NA,1,12.2
"Petrochelidon pyrrhonota",0.0383561643835616,1,11.8
"Progne subis",0.0410958904109589,1,13.8
"Riparia riparia",0.0410958904109589,1,10
"Stelgidopteryx ruficollis",0.0383561643835616,NA,5.9
"Stelgidopteryx serripennis",NA,1,5.9
"Tachycineta bicolor",0.0383561643835616,1,12.1
"Tachycineta thalassina",0.0383561643835616,NA,9.1
"Agelaius phoeniceus",0.0328767123287671,1,20
"Agelaius tricolor",0.0301369863013699,NA,13.2
"Agelaius xanthomus",NA,NA,12.6
"Dolichonyx oryzivorus",0.0356164383561644,1,9
"Euphagus carolinus",0.0383561643835616,1,8.8
"Euphagus cyanocephalus",0.0356164383561644,1,12.5
"Icterus bullockii",0.0301369863013699,1,8.9
"Icterus cucullatus",0.0356164383561644,NA,6
"Icterus galbula",0.0356164383561644,NA,14
"Icterus leucopteryx",NA,NA,12.2
"Icterus parisorum",0.0383561643835616,NA,6.4
"Icterus pectoralis",NA,NA,11.6
"Icterus spurius",0.0356164383561644,1,17.7
"Molothrus aeneus",0.0328767123287671,1,NA
"Molothrus ater",0.0301369863013699,1,16.9
"Quiscalus major",0.0356164383561644,NA,13.9
"Quiscalus mexicanus",0.0356164383561644,1.5,12.5
"Quiscalus quiscula",0.0383561643835616,NA,23.1
"Sturnella magna",0.0356164383561644,1,12.6
"Sturnella neglecta",0.0383561643835616,1,10
"Xanthocephalus xanthocephalus",0.0328767123287671,0.791780821917808,18
"Lanius collurio",NA,1,10.1
"Lanius excubitor",NA,0.917808219178082,12
"Lanius ludovicianus",0.0301369863013699,1,12.5
"Lanius senator",NA,1,5.7
"Leiothrix lutea",0.0328767123287671,NA,15
"Turdoides squamiceps",NA,NA,13.5
"Turdoides striata",NA,NA,16.5
"Locustella fluviatilis",NA,NA,6.9
"Locustella luscinioides",NA,1,9.8
"Locustella naevia",NA,1,5.9
"Malurus cyaneus",NA,1,10.4
"Dumetella carolinensis",0.0356164383561644,1,17.9
"Margarops fuscatus",NA,NA,10.6
"Mimus polyglottos",0.0328767123287671,1,20
"Toxostoma bendirei",NA,NA,9.5
"Toxostoma crissale",0.0383561643835616,0.750684931506849,4.8
"Toxostoma curvirostre",0.0356164383561644,1,10.8
"Toxostoma lecontei",0.0438356164383562,0.854794520547945,5.7
"Toxostoma longirostre",0.0383561643835616,NA,7.8
"Toxostoma redivivum",0.0383561643835616,0.624657534246575,6.9
"Toxostoma rufum",0.0356164383561644,0.750684931506849,12.8
"Chasiempis sandwichensis",NA,1,17.8
"Anthus cervinus",NA,NA,4.5
"Anthus petrosus",NA,1,10.9
"Anthus pratensis",NA,1,8.8
"Anthus rubescens",0.0383561643835616,1,5.1
"Anthus spinoletta",0.0383561643835616,NA,8.8
"Anthus trivialis",NA,1,8.8
"Motacilla alba",0.0356164383561644,1,13.7
"Motacilla cinerea",NA,1,8
"Motacilla flava",0.0301369863013699,1,8.8
"Copsychus malabaricus",0.0383561643835616,NA,7
"Erithacus rubecula",NA,1,19.3
"Erythropygia galactotes",NA,NA,7
"Ficedula albicollis",NA,1,9.8
"Ficedula hypoleuca",NA,1,15
"Luscinia luscinia",NA,1,8.9
"Luscinia megarhynchos",NA,1,10.9
"Luscinia svecica",0.0356164383561644,1,11.4
"Muscicapa striata",NA,1,11.8
"Oenanthe hispanica",NA,NA,4.9
"Oenanthe oenanthe",0.0383561643835616,1,10.1
"Phoenicurus ochruros",NA,1,10.2
"Phoenicurus phoenicurus",NA,1,10.2
"Saxicola rubetra",NA,1,6.9
"Saxicola torquatus",NA,1,8.8
"Cinnyris asiaticus",NA,NA,22
"Oriolus oriolus",NA,1,14.8
"Oriolus xanthornus",NA,NA,15.5
"Sphecotheres viridis",NA,NA,18
"Panurus biarmicus",NA,1,7.1
"Paradisaea apoda",NA,NA,12.1
"Baeolophus bicolor",0.0356164383561644,1,13.3
"Baeolophus inornatus",0.0410958904109589,1,9
"Baeolophus wollweberi",0.0356164383561644,1,6.6
"Cyanistes caeruleus",NA,1,14.6
"Lophophanes cristatus",NA,1,11.6
"Parus major",NA,1,15.4
"Periparus ater",NA,1,9.5
"Poecile atricapillus",0.0328767123287671,0.493150684931507,12.4
"Poecile carolinensis",0.0356164383561644,1,10.9
"Poecile cinctus",0.0410958904109589,1,9
"Poecile gambeli",0.0383561643835616,1,10.1
"Poecile hudsonicus",0.0410958904109589,1,7
"Poecile montanus",NA,NA,11.3
"Poecile palustris",NA,1,11.9
"Poecile rufescens",0.0356164383561644,1,9.5
"Poecile sclateri",NA,1,10.1
"Cardellina canadensis",0.0328767123287671,1,8
"Cardellina pusilla",0.0273972602739726,1,8.9
"Cardellina rubrifrons",0.0356164383561644,1,3
"Geothlypis formosa",0.0328767123287671,NA,6.9
"Geothlypis philadelphia",0.0328767123287671,NA,7.9
"Geothlypis tolmiei",NA,NA,9
"Geothlypis trichas",0.0328767123287671,1,11.5
"Helmitheros vermivorum",0.0356164383561644,1,8.1
"Icteria virens",0.0301369863013699,1,8.9
"Leiothlypis celata",0.0328767123287671,1,8.6
"Leiothlypis luciae",0.0301369863013699,NA,5.8
"Leiothlypis peregrina",0.0301369863013699,1,6.4
"Leiothlypis ruficapilla",0.0301369863013699,1,10.2
"Leiothlypis virginiae",NA,NA,6.2
"Limnothlypis swainsonii",0.0383561643835616,1,9.9
"Mniotilta varia",0.0301369863013699,1,12.2
"Myioborus pictus",0.0356164383561644,0.832876712328767,6.6
"Parkesia motacilla",0.0356164383561644,1,11.9
"Parkesia noveboracensis",0.0328767123287671,1,8.9
"Protonotaria citrea",0.0356164383561644,1,8.1
"Seiurus aurocapilla",0.0328767123287671,1,11
"Setophaga adelaidae",NA,NA,10.6
"Setophaga americana",0.0356164383561644,1,7
"Setophaga caerulescens",0.0356164383561644,1,10
"Setophaga castanea",0.0328767123287671,NA,4.9
"Setophaga cerulea",0.0328767123287671,1,6
"Setophaga chrysoparia",NA,1,11
"Setophaga citrina",0.0328767123287671,0.873972602739726,8.2
"Setophaga coronata",0.0328767123287671,NA,10
"Setophaga discolor",0.0328767123287671,NA,10.3
"Setophaga dominica",0.0328767123287671,1,6.1
"Setophaga fusca",0.0301369863013699,NA,8.2
"Setophaga kirtlandii",0.0383561643835616,1,9
"Setophaga magnolia",0.0328767123287671,1,8
"Setophaga occidentalis",NA,1,9.1
"Setophaga palmarum",0.0328767123287671,NA,6.6
"Setophaga pensylvanica",0.0328767123287671,1,6.9
"Setophaga petechia",0.0328767123287671,1,11
"Setophaga pinus",0.0356164383561644,1,10.2
"Setophaga ruticilla",0.0328767123287671,1,10.1
"Setophaga striata",0.0328767123287671,1,8.1
"Setophaga tigrina",NA,1,NA
"Setophaga townsendi",0.0328767123287671,NA,10.7
"Setophaga virens",0.0328767123287671,1,6
"Vermivora chrysoptera",0.0273972602739726,0.873972602739726,7.9
"Vermivora cyanoptera",0.0301369863013699,1,9
"Passer domesticus",0.0301369863013699,0.708219178082192,23
"Passer hispaniolensis",NA,1,11.2
"Passer moabiticus",NA,NA,NA
"Passer montanus",0.0356164383561644,0.873972602739726,13.1
"Petronia petronia",NA,NA,7
"Phylloscopus borealis",0.0328767123287671,1,NA
"Phylloscopus collybita",NA,1,8
"Phylloscopus sibillatrix",NA,1,10.2
"Phylloscopus trochilus",NA,1,11.8
"Bubalornis albirostris",NA,NA,20
"Ploceus cucullatus",NA,NA,24
"Quelea quelea",NA,2,10
"Polioptila caerulea",0.0356164383561644,0.873972602739726,4.2
"Polioptila californica",0.0383561643835616,1,8
"Prunella modularis",NA,1,20.8
"Pycnonotus jocosus",0.0328767123287671,NA,11.1
"Pycnonotus xanthopygos",NA,NA,8.8
"Regulus calendula",0.0328767123287671,1,5.6
"Regulus regulus",NA,1,7
"Regulus satrapa",0.0383561643835616,1,6.3
"Auriparus flaviceps",0.0383561643835616,1,5.6
"Remiz pendulinus",NA,1,7
"Sitta canadensis",0.0328767123287671,1,7.5
"Sitta carolinensis",0.0328767123287671,1,9.8
"Sitta europaea",NA,1,12.9
"Sitta pusilla",0.0383561643835616,1,5.8
"Sitta pygmaea",0.0410958904109589,1,8.2
"Acridotheres cristatellus",0.0410958904109589,NA,13
"Lamprotornis caudatus",NA,NA,17.8
"Lamprotornis hildebrandti",NA,NA,16.9
"Leucopsar rothschildi",0.0356164383561644,NA,25
"Sturnus vulgaris",0.0328767123287671,1,22.9
"Chamaea fasciata",0.0410958904109589,1,12.6
"Sylvia atricapilla",NA,1,13.8
"Sylvia borin",NA,1,24
"Sylvia communis",NA,1,8.9
"Sylvia curruca",NA,1,9
"Sylvia melanocephala",NA,1,8.3
"Sylvia nisoria",NA,1,11.9
"Formicivora acutirostris",NA,NA,16.2
"Cyanerpes caeruleus",NA,NA,17
"Loxigilla portoricensis",NA,NA,15.6
"Nesospingus speculiferus",NA,NA,4
"Sporophila torqueola",0.0356164383561644,NA,11.7
"Thraupis episcopus",0.0356164383561644,NA,9.5
"Campylorhynchus brunneicapillus",0.0438356164383562,0.665753424657534,7.3
"Thryomanes bewickii",0.0383561643835616,1,8
"Thryothorus ludovicianus",0.0383561643835616,1,9.2
"Troglodytes aedon",0.0356164383561644,1,9
"Troglodytes troglodytes",0.0410958904109589,1,7
"Catharus bicknelli",0.0328767123287671,1,11.9
"Catharus fuscescens",0.0301369863013699,1,10.1
"Catharus guttatus",0.0328767123287671,1,10.8
"Catharus minimus",0.0356164383561644,1,7.3
"Catharus ustulatus",0.0328767123287671,1,11
"Hylocichla mustelina",0.0356164383561644,1,10.2
"Ixoreus naevius",0.0383561643835616,1,5.6
"Sialia currucoides",0.0356164383561644,NA,9
"Sialia mexicana",0.0383561643835616,1,8.7
"Sialia sialis",0.0383561643835616,0.858904109589041,10.5
"Turdus grayi",0.0328767123287671,NA,9.6
"Turdus iliacus",NA,1,18.8
"Turdus merula",NA,1,21.8
"Turdus migratorius",0.0356164383561644,1,17
"Turdus philomelos",NA,1,17.7
"Turdus pilaris",NA,1,18.1
"Turdus plumbeus",NA,NA,14.6
"Turdus torquatus",NA,1,9.1
"Turdus viscivorus",NA,1,21.2
"Camptostoma imberbe",NA,NA,5.8
"Contopus cooperi",0.0410958904109589,1,11.1
"Contopus sordidulus",0.0383561643835616,NA,8.1
"Contopus virens",0.0356164383561644,1,8.2
"Elaenia martinica",NA,NA,13.6
"Empidonax alnorum",0.0356164383561644,1,9.1
"Empidonax difficilis",0.0383561643835616,1,6.9
"Empidonax flaviventris",0.0410958904109589,1,NA
"Empidonax hammondii",NA,NA,7
"Empidonax minimus",0.0383561643835616,1,8
"Empidonax oberholseri",0.0410958904109589,1,9
"Empidonax traillii",0.0356164383561644,1,11
"Empidonax virescens",0.0356164383561644,1,12.1
"Myiarchus antillarum",NA,NA,13.6
"Myiarchus cinerascens",0.0410958904109589,NA,11.9
"Myiarchus crinitus",0.0383561643835616,1,14.9
"Myiarchus tyrannulus",NA,NA,11
"Pyrocephalus rubinus",0.0383561643835616,1,5.5
"Sayornis nigricans",0.0438356164383562,NA,8
"Sayornis phoebe",0.0438356164383562,NA,10.3
"Sayornis saya",0.0410958904109589,NA,NA
"Tyrannus tyrannus",0.0328767123287671,1,11.1
"Tyrannus verticalis",0.0356164383561644,1,6.9
"Vireo atricapilla",0.0410958904109589,NA,12
"Vireo bellii",0.0383561643835616,1,9.1
"Vireo flavifrons",0.0410958904109589,1,6.1
"Vireo gilvus",0.0356164383561644,0.832876712328767,13.1
"Vireo griseus",0.0356164383561644,1,10.9
"Vireo huttoni",0.0383561643835616,NA,13.5
"Vireo latimeri",NA,NA,16.8
"Vireo olivaceus",0.0328767123287671,1,10.2
"Vireo philadelphicus",0.0383561643835616,NA,9.8
"Vireo solitarius",0.0328767123287671,1,7.4
"Vireo vicinior",0.0356164383561644,NA,NA
"Zosterops japonicus",0.0301369863013699,1,5.1
"Zosterops lateralis",NA,1,13
"Ardea alba",0.063013698630137,2,22.8
"Ardea cinerea",NA,2,37.5
"Ardea cocoi",NA,NA,24.4
"Ardea goliath",NA,NA,22.9
"Ardea herodias",0.0767123287671233,1.83287671232877,24.5
"Ardea purpurea",NA,2,25.4
"Botaurus lentiginosus",0.0931506849315069,1,8.3
"Botaurus stellaris",NA,2,11.3
"Bubulcus ibis",0.0602739726027397,2,23
"Butorides virescens",0.0547945205479452,2,11.6
"Egretta caerulea",0.063013698630137,1,13.9
"Egretta garzetta",NA,1,22.3
"Egretta rufescens",NA,4.0027397260274,22
"Egretta thula",0.0493150684931507,1,22.8
"Egretta tricolor",0.0575342465753425,1.83287671232877,17.7
"Ixobrychus minutus",NA,2,6.9
"Nycticorax nycticorax",0.0684931506849315,1,21.1
"Balaeniceps rex",NA,NA,35.7
"Pelecanus crispus",NA,NA,35.3
"Pelecanus erythrorhynchos",0.0986301369863014,3,54
"Pelecanus occidentalis",0.0794520547945206,1.5,43
"Pelecanus onocrotalus",NA,NA,51
"Bostrychia carunculata",NA,NA,12
"Bostrychia hagedash",NA,NA,16
"Bostrychia rara",NA,NA,NA
"Eudocimus albus",0.0602739726027397,2,27.6
"Eudocimus ruber",0.063013698630137,NA,33.2
"Geronticus calvus",NA,NA,15.3
"Geronticus eremita",NA,NA,32.9
"Nipponia nippon",NA,NA,25.8
"Phimosus infuscatus",NA,NA,20
"Platalea ajaja",0.063013698630137,3,28
"Platalea alba",NA,NA,17.9
"Platalea flavipes",NA,NA,28.6
"Platalea leucorodia",NA,3,30.1
"Platalea minor",NA,NA,15
"Plegadis chihi",0.0575342465753425,2,20.4
"Plegadis falcinellus",0.0575342465753425,3,26.8
"Plegadis ridgwayi",NA,NA,18
"Pseudibis papillosa",NA,NA,30
"Theristicus caerulescens",NA,NA,NA
"Theristicus caudatus",NA,NA,22
"Theristicus melanopis",NA,NA,34.5
"Threskiornis aethiopicus",NA,NA,37
"Threskiornis melanocephalus",NA,NA,28.2
"Threskiornis molucca",NA,NA,33.2
"Threskiornis spinicollis",NA,NA,39.4
"Phaethon aethereus",0.120547945205479,NA,17.6
"Phaethon rubricauda",0.123287671232877,0.750684931506849,32.7
"Phoeniconaias minor",NA,NA,41
"Phoenicopterus chilensis",NA,NA,36.7
"Phoenicopterus roseus",0.0821917808219178,5,44
"Phoenicopterus ruber",NA,NA,NA
"Colaptes auratus",0.0301369863013699,1,12.5
"Dendrocopos leucotos",NA,NA,15.9
"Dendrocopos major",NA,1,12.7
"Dendrocopos medius",NA,1,8
"Dendrocopos minor",NA,1,9.8
"Dendrocopos syriacus",NA,NA,10.9
"Dryocopus martius",NA,1,14
"Dryocopus pileatus",0.0493150684931507,0.984931506849315,13
"Jynx torquilla",NA,1,10
"Melanerpes aurifrons",0.0356164383561644,1,NA
"Melanerpes carolinus",0.0328767123287671,1,20.7
"Melanerpes erythrocephalus",0.0383561643835616,1,10
"Melanerpes formicivorus",0.0383561643835616,2,17.2
"Melanerpes uropygialis",0.0383561643835616,NA,11
"Picoides borealis",0.0301369863013699,0.657534246575342,16.1
"Picoides nuttallii",NA,NA,7.8
"Picoides pubescens",0.0328767123287671,1,11.9
"Picoides scalaris",0.0356164383561644,1,NA
"Picoides tridactylus",NA,NA,11.2
"Picoides villosus",0.0383561643835616,1,15.9
"Picus canus",NA,NA,NA
"Picus viridis",NA,1,15.2
"Sphyrapicus nuchalis",NA,NA,4.9
"Sphyrapicus ruber",NA,NA,4.8
"Sphyrapicus varius",0.0328767123287671,1,7.8
"Ramphastos toco",0.0438356164383562,NA,16.2
"Aechmophorus occidentalis",0.063013698630137,1,14
"Podiceps auritus",0.0657534246575342,1,NA
"Podiceps cristatus",NA,2,19.2
"Podiceps grisegena",0.0602739726027397,1,11
"Podiceps nigricollis",0.0575342465753425,2,13.1
"Podilymbus podiceps",0.063013698630137,1,NA
"Tachybaptus ruficollis",NA,1,17.5
"Diomedea epomophora",NA,NA,58
"Diomedea exulans",NA,NA,50
"Phoebastria albatrus",NA,NA,NA
"Phoebastria immutabilis",0.175342465753425,8.50547945205479,65
"Phoebastria irrorata",NA,NA,40
"Phoebastria nigripes",0.178082191780822,5,42.1
"Thalassarche chlororhynchos",NA,NA,37
"Thalassarche chrysostoma",NA,NA,47.2
"Thalassarche melanophris",NA,NA,43.7
"Hydrobates pelagicus",0.0958904109589041,3,33.8
"Oceanodroma castro",0.115068493150685,5.0027397260274,36
