CpG_Site,Coefficient,Mean_Beta_Value,Predictor
cg06026375,-0.001999691,0.808838828,Aminoacylase-1
cg00238468,-0.008683467,0.809858443,Aminoacylase-1
cg07124919,0.033359352,0.810790531,Aminoacylase-1
cg25879946,-0.006044634,0.8110126,Aminoacylase-1
cg16288572,0.006207164,0.812028594,Aminoacylase-1
cg01216589,-0.004593706,0.812521226,Aminoacylase-1
cg05147262,-0.003702045,0.816465226,Aminoacylase-1
cg06408571,0.003188079,0.818998545,Aminoacylase-1
cg15408737,-0.003129989,0.819291816,Aminoacylase-1
cg13278267,-3.45795e-4,0.820301755,Aminoacylase-1
cg03568607,-0.008587416,0.820825505,Aminoacylase-1
cg13436432,-0.004352511,0.821334044,Aminoacylase-1
cg20489847,-0.034798632,0.821574522,Aminoacylase-1
cg07560932,-9.27692e-4,0.82281765,Aminoacylase-1
cg20716703,0.004309131,0.823017979,Aminoacylase-1
cg06038444,-0.011923945,0.825250891,Aminoacylase-1
cg17022393,0.001752619,0.826931559,Aminoacylase-1
cg08497332,0.015280532,0.829259966,Aminoacylase-1
cg14193097,0.014561392,0.829704672,Aminoacylase-1
cg06692974,-0.014076452,0.831173464,Aminoacylase-1
cg16433587,-0.004881882,0.831193222,Aminoacylase-1
cg17578330,0.005627748,0.831278219,Aminoacylase-1
cg02193951,-0.004646953,0.835035583,Aminoacylase-1
cg21647626,0.030018062,0.835139106,Aminoacylase-1
cg18435870,0.005868111,0.836647203,Aminoacylase-1
cg11472422,7.47183e-4,0.836747318,Aminoacylase-1
cg05162256,0.005829129,0.837253294,Aminoacylase-1
cg05114334,2.53651e-4,0.837309558,Aminoacylase-1
cg12968685,0.001288678,0.837847518,Aminoacylase-1
cg04715183,-0.00315958,0.83841002,Aminoacylase-1
cg20161275,9.68053e-4,0.843886117,Aminoacylase-1
cg19938167,-0.002862374,0.845938468,Aminoacylase-1
cg01961278,0.015388015,0.847021141,Aminoacylase-1
cg25001764,-0.002924335,0.850401392,Aminoacylase-1
cg01075918,0.02347403,0.850991977,Aminoacylase-1
cg11409510,-0.0038233,0.851003599,Aminoacylase-1
cg06477797,-0.003759829,0.851198965,Aminoacylase-1
cg21940756,0.002932045,0.853800877,Aminoacylase-1
cg04833648,-0.012593822,0.854524671,Aminoacylase-1
cg16232296,0.002519164,0.857024071,Aminoacylase-1
cg26793463,0.001285421,0.858170667,Aminoacylase-1
cg00371770,0.00397084,0.859822884,Aminoacylase-1
cg08877188,-0.009670346,0.860303797,Aminoacylase-1
cg16140714,-0.017255227,0.861458101,Aminoacylase-1
cg11244640,0.001415178,0.86191214,Aminoacylase-1
cg21538631,0.00668491,0.862733586,Aminoacylase-1
cg03329747,-0.002657849,0.863450588,Aminoacylase-1
cg26682942,-0.015883539,0.865613244,Aminoacylase-1
cg03984758,0.003614601,0.86619779,Aminoacylase-1
cg26493059,0.005539195,0.867205702,Aminoacylase-1
cg10830907,0.014968439,0.867349959,Aminoacylase-1
cg10795014,0.014139207,0.867914674,Aminoacylase-1
cg14778576,0.015319773,0.868727929,Aminoacylase-1
cg05892806,-1.75586e-4,0.870121309,Aminoacylase-1
cg23092680,0.002061926,0.871187365,Aminoacylase-1
cg17580613,-0.003744696,0.871747371,Aminoacylase-1
cg03234661,0.004957463,0.872698979,Aminoacylase-1
cg26941891,0.001605094,0.873652732,Aminoacylase-1
cg04101960,-0.007779874,0.87365863,Aminoacylase-1
cg05385923,-0.016960969,0.874548719,Aminoacylase-1
cg11929750,-0.002554273,0.87593411,Aminoacylase-1
cg01601470,0.006035283,0.879530512,Aminoacylase-1
cg07046849,0.029005329,0.879795977,Aminoacylase-1
cg14348191,0.00834397,0.882091909,Aminoacylase-1
cg26838691,-0.012699334,0.883768854,Aminoacylase-1
cg05526015,-0.012684916,0.884019674,Aminoacylase-1
cg00621750,0.008192802,0.885289644,Aminoacylase-1
cg10433052,-0.021046369,0.887411682,Aminoacylase-1
cg08761643,0.004357562,0.888680701,Aminoacylase-1
cg02770683,0.006332158,0.889888687,Aminoacylase-1
cg22054328,-0.016223804,0.894696456,Aminoacylase-1
cg25247177,0.016495019,0.894991831,Aminoacylase-1
cg00813440,0.008276836,0.896466005,Aminoacylase-1
cg09801621,-0.00379773,0.900593012,Aminoacylase-1
cg08699631,0.007892559,0.910090648,Aminoacylase-1
cg07044548,-0.001224183,0.915920655,Aminoacylase-1
cg13567870,0.00704181,0.917824142,Aminoacylase-1
cg24829707,6.32105e-4,0.927077043,Aminoacylase-1
cg23367987,-0.007497943,0.932368888,Aminoacylase-1
cg04386759,-0.002007708,0.932876904,Aminoacylase-1
cg06965169,-0.009132791,0.933757045,Aminoacylase-1
cg09107432,0.002765391,0.935574964,Aminoacylase-1
cg05557291,-0.027806236,0.938318304,Aminoacylase-1
cg16665234,-0.00144512,0.939048821,Aminoacylase-1
cg26948176,-0.008539482,0.940762333,Aminoacylase-1
cg25508605,0.010062481,0.944181501,Aminoacylase-1
cg08299223,-1.79891e-4,0.947744744,Aminoacylase-1
cg18527919,-0.030189452,0.951762109,Aminoacylase-1
cg14491169,-6.14663e-4,0.961916931,Aminoacylase-1
cg22560020,0.002663368,0.962860034,Aminoacylase-1
cg12778183,-0.005575739,0.968598112,Aminoacylase-1
cg07008885,-0.014838542,0.973747152,Aminoacylase-1
cg07196216,0.001305098,0.976921303,Aminoacylase-1
cg04397547,-0.013405124,0.977938423,Aminoacylase-1
cg23128025,-0.002915907,0.020779318,B2-microglobulin
cg22077389,0.002416445,0.022650246,B2-microglobulin
cg17142856,0.004591195,0.024388897,B2-microglobulin
cg27576679,0.026689591,0.024764718,B2-microglobulin
cg09871980,0.001496336,0.025226743,B2-microglobulin
cg17509537,0.001727136,0.025311772,B2-microglobulin
cg09276315,-0.01578169,0.026858597,B2-microglobulin
cg00878630,0.001614911,0.027347779,B2-microglobulin
cg21510910,0.023973828,0.02858953,B2-microglobulin
cg10120605,-0.007630609,0.028796604,B2-microglobulin
cg24047689,0.019471721,0.029242702,B2-microglobulin
cg21826815,-6.98988e-4,0.029402386,B2-microglobulin
cg09217609,0.027155918,0.029719366,B2-microglobulin
cg08105748,-0.002174632,0.02974649,B2-microglobulin
cg12996119,0.002580092,0.029851115,B2-microglobulin
cg25981124,0.026401636,0.030082977,B2-microglobulin
cg00486627,0.007038831,0.030213907,B2-microglobulin
cg25901444,0.017935393,0.030304969,B2-microglobulin
cg26833667,0.002488064,0.030434081,B2-microglobulin
cg23797577,-0.001779113,0.030845106,B2-microglobulin
cg16571354,9.64711e-4,0.031433478,B2-microglobulin
cg05755010,0.016814276,0.03237759,B2-microglobulin
cg10727654,0.011723012,0.032825872,B2-microglobulin
cg08953547,0.005431232,0.033409337,B2-microglobulin
cg13037259,-0.00711429,0.033604649,B2-microglobulin
cg04526965,1.88175e-4,0.034039663,B2-microglobulin
cg25658278,5.43e-5,0.034830183,B2-microglobulin
cg22806837,0.002821158,0.034891197,B2-microglobulin
cg15886244,0.002272937,0.035401832,B2-microglobulin
cg07029998,0.0146455,0.035501245,B2-microglobulin
cg23943879,-0.012118924,0.035681123,B2-microglobulin
cg16338201,0.001042799,0.035690637,B2-microglobulin
cg19267259,0.015471995,0.036514306,B2-microglobulin
cg05531255,0.002649192,0.036518545,B2-microglobulin
cg09575269,0.00336493,0.037378236,B2-microglobulin
cg22900193,0.001648577,0.037601815,B2-microglobulin
cg00376639,-0.01682164,0.037971457,B2-microglobulin
cg15676488,-0.001154282,0.038641329,B2-microglobulin
cg10567273,-0.004011001,0.03903447,B2-microglobulin
cg24463006,4.62057e-4,0.039145708,B2-microglobulin
cg06890502,-0.009430686,0.039146323,B2-microglobulin
cg10207042,0.003851584,0.039570799,B2-microglobulin
cg23588161,0.026731602,0.039575624,B2-microglobulin
cg14134153,0.006254819,0.039818648,B2-microglobulin
cg02942287,0.002675718,0.040268176,B2-microglobulin
cg06636971,0.003903945,0.040499085,B2-microglobulin
cg02699447,0.007554522,0.040830767,B2-microglobulin
cg15166332,0.005373072,0.041332612,B2-microglobulin
cg19267760,-0.003310659,0.041629428,B2-microglobulin
cg02928476,0.015613517,0.042416842,B2-microglobulin
cg16184930,0.001153439,0.044471374,B2-microglobulin
cg11418427,-0.004016321,0.045924899,B2-microglobulin
cg23233200,-0.003833764,0.046350855,B2-microglobulin
cg24885055,-7.00703e-4,0.046727018,B2-microglobulin
cg21388169,0.002744787,0.047010636,B2-microglobulin
cg09859091,3.75e-5,0.048068379,B2-microglobulin
cg27202210,0.00744257,0.048249892,B2-microglobulin
cg05900883,0.017543782,0.049617786,B2-microglobulin
cg22159421,-8.23112e-4,0.049890298,B2-microglobulin
cg26422975,-0.011145703,0.05034552,B2-microglobulin
cg27305704,0.0043093,0.051362338,B2-microglobulin
cg25329734,0.009032556,0.051658501,B2-microglobulin
cg07724309,0.006239541,0.053791528,B2-microglobulin
cg16762684,-0.014151514,0.053835003,B2-microglobulin
cg09044633,-0.013641669,0.054379019,B2-microglobulin
cg22648885,0.010922734,0.054688902,B2-microglobulin
cg22932215,0.003346482,0.054748838,B2-microglobulin
cg26569670,0.019467421,0.054832462,B2-microglobulin
cg24436715,0.015635262,0.054922231,B2-microglobulin
cg04832466,0.006518905,0.055530963,B2-microglobulin
cg15059932,-5.88542e-4,0.059160538,B2-microglobulin
cg02141675,-0.012065994,0.06133629,B2-microglobulin
cg16340178,-0.002485788,0.066699262,B2-microglobulin
cg07678644,-5.81351e-4,0.068010987,B2-microglobulin
cg02650017,-0.004751566,0.068960708,B2-microglobulin
cg17935811,-3.35968e-4,0.069139884,B2-microglobulin
cg01229798,0.002011436,0.069521181,B2-microglobulin
cg02971546,-7.56015e-4,0.069993737,B2-microglobulin
cg25227364,-5.01524e-4,0.072861941,B2-microglobulin
cg11498079,-0.009066878,0.074729613,B2-microglobulin
cg17945447,-0.003237495,0.075350557,B2-microglobulin
cg27347434,-0.008404667,0.077341196,B2-microglobulin
cg03630710,0.001096671,0.079229819,B2-microglobulin
cg11252953,-2.93455e-4,0.081467532,B2-microglobulin
cg26691434,-0.005298787,0.083207107,B2-microglobulin
cg01620360,-0.032940644,0.08403711,B2-microglobulin
cg22159951,-0.007611907,0.085194731,B2-microglobulin
cg17657502,-0.006220115,0.087609001,B2-microglobulin
cg13782884,1.89e-5,0.088037233,B2-microglobulin
cg07921777,-0.003924505,0.088071153,B2-microglobulin
cg01122889,0.02097453,0.089265325,B2-microglobulin
cg17096807,0.01442408,0.089687705,B2-microglobulin
cg12778395,-4.71e-5,0.093558175,B2-microglobulin
cg11351746,0.00109628,0.097030143,B2-microglobulin
cg16637254,-7.2488e-4,0.097685914,B2-microglobulin
cg13602242,-0.017247317,0.097766216,B2-microglobulin
cg16379910,0.010990924,0.107015003,B2-microglobulin
cg14351425,-0.013656621,0.108157817,B2-microglobulin
cg08601457,0.004599593,0.108590641,B2-microglobulin
cg13363708,-0.007137967,0.108945093,B2-microglobulin
cg20014596,-0.011096517,0.110593424,B2-microglobulin
cg16234966,0.007677584,0.111462726,B2-microglobulin
cg13899718,-0.007155329,0.113175754,B2-microglobulin
cg21566689,7.48961e-4,0.115736221,B2-microglobulin
cg07974890,-0.002424096,0.120974241,B2-microglobulin
cg03725309,-3.20596e-4,0.134930135,B2-microglobulin
cg06394247,-0.010194554,0.149187679,B2-microglobulin
cg10658666,0.00593691,0.152730804,B2-microglobulin
cg26332926,-4.42114e-4,0.156176793,B2-microglobulin
cg02973171,0.01747,0.159873776,B2-microglobulin
cg06976598,-0.003075994,0.163314327,B2-microglobulin
cg14214856,0.011661127,0.16776257,B2-microglobulin
cg25843003,-0.029194932,0.16828567,B2-microglobulin
cg07833397,-0.001848651,0.170587977,B2-microglobulin
cg05024939,0.006379212,0.176363953,B2-microglobulin
cg16411857,-0.004784056,0.177183169,B2-microglobulin
cg02328239,0.018861603,0.186244872,B2-microglobulin
cg26257814,0.001746091,0.20689515,B2-microglobulin
cg25439807,-0.007047663,0.207085802,B2-microglobulin
cg01594260,0.005306813,0.211567671,B2-microglobulin
cg11826008,0.008610767,0.212525127,B2-microglobulin
cg05886620,0.002968934,0.232281164,B2-microglobulin
cg10154826,-0.002207914,0.238079961,B2-microglobulin
cg02481528,-3.88951e-4,0.255667065,B2-microglobulin
cg13561855,-0.004416975,0.2643456,B2-microglobulin
cg11491998,0.003103593,0.266825163,B2-microglobulin
cg17803175,0.013042946,0.276540818,B2-microglobulin
cg24112628,-0.005357365,0.300862761,B2-microglobulin
cg04403049,0.007112324,0.307422622,B2-microglobulin
cg00255919,-0.009342507,0.311267499,B2-microglobulin
cg11492723,-0.005254211,0.321985941,B2-microglobulin
cg09305680,-0.005075951,0.323627288,B2-microglobulin
cg23505644,-0.009250998,0.331714022,B2-microglobulin
cg07176842,0.019601975,0.332112708,B2-microglobulin
cg07301105,0.001815401,0.338247221,B2-microglobulin
cg20748038,-0.003669411,0.338741222,B2-microglobulin
cg00280220,-4.01999e-4,0.340931441,B2-microglobulin
cg23500537,0.002060539,0.345834409,B2-microglobulin
cg04018474,-0.020729866,0.35125259,B2-microglobulin
cg00812761,0.003427805,0.358439442,B2-microglobulin
cg18855195,-0.005791393,0.360260183,B2-microglobulin
cg07025011,0.023624119,0.366241556,B2-microglobulin
cg26038582,-2.48041e-4,0.373853822,B2-microglobulin
cg04521449,-0.003509564,0.393033357,B2-microglobulin
cg00512563,-0.001764594,0.403318665,B2-microglobulin
cg03484180,-0.011175606,0.405995933,B2-microglobulin
cg07839457,-0.112893551,0.410350882,B2-microglobulin
cg23351289,-0.015037481,0.41069754,B2-microglobulin
cg04767897,-0.008743253,0.424911949,B2-microglobulin
cg00387658,-0.0142545,0.425381183,B2-microglobulin
cg13410764,-0.011538777,0.436398453,B2-microglobulin
cg18745031,-0.010194664,0.438246134,B2-microglobulin
cg24239961,-0.004778853,0.451244672,B2-microglobulin
cg06951626,0.009130228,0.451486401,B2-microglobulin
cg11986743,-0.005678668,0.462640922,B2-microglobulin
cg19338056,-0.013227463,0.466776407,B2-microglobulin
cg23861386,0.0043211,0.467482107,B2-microglobulin
cg23589174,0.009079995,0.476306959,B2-microglobulin
cg02401978,-0.005899391,0.488433651,B2-microglobulin
cg06893273,-0.008297327,0.494202865,B2-microglobulin
cg19143336,0.001062531,0.500367877,B2-microglobulin
cg18062721,0.001985293,0.500966699,B2-microglobulin
cg05793930,0.007853897,0.504553859,B2-microglobulin
cg13868001,0.011483126,0.505139238,B2-microglobulin
cg27396284,0.004611575,0.524536327,B2-microglobulin
cg23280999,0.00306773,0.535021175,B2-microglobulin
cg19507267,0.015333418,0.539535706,B2-microglobulin
cg17096289,-0.00327338,0.545735531,B2-microglobulin
cg20536364,-0.00474333,0.546624827,B2-microglobulin
cg21356710,-0.002152501,0.553272944,B2-microglobulin
cg13872627,0.002110574,0.559438985,B2-microglobulin
cg03457472,-1.87e-5,0.565856163,B2-microglobulin
cg23586959,-0.011953758,0.572848375,B2-microglobulin
cg00849044,0.006098789,0.574297848,B2-microglobulin
cg26413730,0.006251704,0.579967096,B2-microglobulin
cg16465663,0.004820721,0.585970121,B2-microglobulin
cg09276072,0.007759234,0.586526553,B2-microglobulin
cg09239591,0.002670972,0.590079863,B2-microglobulin
cg23387863,-0.015529386,0.594740084,B2-microglobulin
cg10807643,0.012748019,0.601494716,B2-microglobulin
cg06090161,7.76574e-4,0.606254419,B2-microglobulin
cg07810162,0.00795937,0.610985144,B2-microglobulin
cg02683731,-0.003850264,0.611266657,B2-microglobulin
cg07914962,-0.004259158,0.615553645,B2-microglobulin
cg00753885,-0.004399843,0.618011906,B2-microglobulin
cg14255824,-0.0021056,0.62342099,B2-microglobulin
cg13041894,0.003151942,0.63560302,B2-microglobulin
cg16867657,0.082388275,0.637998123,B2-microglobulin
cg11855705,0.020824359,0.639306622,B2-microglobulin
cg03512172,0.014067747,0.653627483,B2-microglobulin
cg26886850,-0.018419764,0.65566637,B2-microglobulin
cg08994982,-0.014133066,0.65591526,B2-microglobulin
cg11751101,-0.012875666,0.660609713,B2-microglobulin
cg21149466,0.016321651,0.666848703,B2-microglobulin
cg12458003,0.011329376,0.668896916,B2-microglobulin
cg17166338,-0.023920821,0.6762471,B2-microglobulin
cg21743925,0.008842884,0.676309546,B2-microglobulin
cg18849279,0.007149765,0.677817481,B2-microglobulin
cg03978169,-0.015922188,0.685273779,B2-microglobulin
cg02849754,-0.008493525,0.686343233,B2-microglobulin
cg02897570,0.001547826,0.690125471,B2-microglobulin
cg14467134,0.010811037,0.691295962,B2-microglobulin
cg19700658,0.004137116,0.693845674,B2-microglobulin
cg02711665,-0.00456624,0.697630323,B2-microglobulin
cg14797865,-0.015015551,0.699622835,B2-microglobulin
cg14313373,0.002215634,0.705615551,B2-microglobulin
cg16571786,-0.008166454,0.70750998,B2-microglobulin
cg10173172,0.0386782,0.708175469,B2-microglobulin
cg01817897,3.88109e-4,0.715516286,B2-microglobulin
cg04809904,0.007853034,0.715637076,B2-microglobulin
cg05912499,0.017153948,0.719174417,B2-microglobulin
cg22590902,-0.040357887,0.719970829,B2-microglobulin
cg05236731,-0.008560131,0.720385587,B2-microglobulin
cg05437148,-0.009696331,0.721171181,B2-microglobulin
cg24485951,0.004774669,0.729422474,B2-microglobulin
cg05457730,-0.002272517,0.733742268,B2-microglobulin
cg04877893,-0.008054369,0.735592223,B2-microglobulin
cg10506742,-4.64888e-4,0.736161721,B2-microglobulin
cg11743665,-7.57758e-4,0.741218649,B2-microglobulin
cg08888553,-0.05794108,0.750253278,B2-microglobulin
cg05181597,0.002139918,0.758011242,B2-microglobulin
cg09502865,0.001620964,0.760110211,B2-microglobulin
cg09805172,-0.011945478,0.761484482,B2-microglobulin
cg16770400,4.26e-6,0.763823569,B2-microglobulin
cg19980718,0.007308632,0.766202535,B2-microglobulin
cg21638357,0.00957449,0.76873947,B2-microglobulin
cg03684977,0.00563308,0.769959142,B2-microglobulin
cg00181061,-0.006740817,0.771573937,B2-microglobulin
cg18787382,-0.013278622,0.771843807,B2-microglobulin
cg03984502,0.037594544,0.771986078,B2-microglobulin
cg17103314,0.01365528,0.776480035,B2-microglobulin
cg24135615,0.021804564,0.777615276,B2-microglobulin
cg19975218,0.01511848,0.780034997,B2-microglobulin
cg03915012,-0.004992365,0.787761501,B2-microglobulin
cg02658330,-0.095662623,0.794852551,B2-microglobulin
cg18043120,-0.005791982,0.795231079,B2-microglobulin
cg03438674,-0.004420125,0.796853852,B2-microglobulin
cg01473643,0.009415175,0.79708732,B2-microglobulin
cg08711320,-0.0174321,0.798051171,B2-microglobulin
cg03333188,-0.002152345,0.798974236,B2-microglobulin
cg09919743,0.02326009,0.799506525,B2-microglobulin
cg01179055,-0.060863512,0.807728378,B2-microglobulin
cg20171624,0.020430945,0.808455969,B2-microglobulin
cg00685622,-3.42e-5,0.809078038,B2-microglobulin
cg23110286,-0.004762833,0.813711922,B2-microglobulin
cg01931685,-0.001145819,0.813771713,B2-microglobulin
cg27316754,0.006509179,0.815443711,B2-microglobulin
cg07584087,-0.008287004,0.816837817,B2-microglobulin
cg00959298,-3.97436e-4,0.818800942,B2-microglobulin
cg22419455,0.002979985,0.820186718,B2-microglobulin
cg22426329,-0.009701891,0.821673801,B2-microglobulin
cg00378313,-8.46846e-4,0.822745178,B2-microglobulin
cg02292533,0.002844146,0.822883907,B2-microglobulin
cg25635591,-0.004475341,0.823375017,B2-microglobulin
cg01598675,0.003504877,0.823414055,B2-microglobulin
cg16752389,-0.013002034,0.824735998,B2-microglobulin
cg07875082,0.00140525,0.824885438,B2-microglobulin
cg03778207,0.011903722,0.825064233,B2-microglobulin
cg00447817,0.012195311,0.825948304,B2-microglobulin
cg23105586,-0.006246752,0.827606177,B2-microglobulin
cg16352799,-0.042957489,0.828258763,B2-microglobulin
cg01972818,-0.014681632,0.830362523,B2-microglobulin
cg02127118,-0.02095142,0.835760604,B2-microglobulin
cg23143502,0.002543223,0.837253728,B2-microglobulin
cg22623268,0.011513944,0.838657457,B2-microglobulin
cg01366698,0.006909553,0.838844146,B2-microglobulin
cg09961663,-0.007623689,0.841138707,B2-microglobulin
cg25972092,0.006300051,0.841426482,B2-microglobulin
cg03552688,-0.017068011,0.843126347,B2-microglobulin
cg05844242,-0.006183033,0.845504291,B2-microglobulin
cg24119756,7.98864e-4,0.846784724,B2-microglobulin
cg05714496,-0.021640205,0.85233078,B2-microglobulin
cg15202134,-0.006473315,0.852553223,B2-microglobulin
cg03172057,-0.00141572,0.852823864,B2-microglobulin
cg05476094,0.008259554,0.852916942,B2-microglobulin
cg25933095,-0.004627137,0.857220735,B2-microglobulin
cg00848509,0.008145564,0.859214635,B2-microglobulin
cg14234510,-0.003941659,0.859802861,B2-microglobulin
cg08492887,0.004045629,0.860118236,B2-microglobulin
cg15541384,0.00213318,0.861268884,B2-microglobulin
cg11166999,-0.001723887,0.861930247,B2-microglobulin
cg05308317,-0.012715229,0.862333534,B2-microglobulin
cg19286631,0.002583443,0.864115888,B2-microglobulin
cg27328469,-0.041336799,0.865338719,B2-microglobulin
cg23347301,-0.005046686,0.865412131,B2-microglobulin
cg11071242,-0.002752822,0.865472633,B2-microglobulin
cg07596054,0.012571044,0.866293305,B2-microglobulin
cg23666945,0.003823463,0.868911381,B2-microglobulin
cg15014975,0.006133543,0.869010408,B2-microglobulin
cg19275832,-0.0048993,0.86922239,B2-microglobulin
cg13982318,0.002586638,0.87099853,B2-microglobulin
cg14069619,0.002274046,0.874409971,B2-microglobulin
cg17452365,0.016907614,0.875289884,B2-microglobulin
cg09065714,-0.005376903,0.875385903,B2-microglobulin
cg21343406,-0.012591143,0.875867494,B2-microglobulin
cg26234876,-0.002827125,0.878811346,B2-microglobulin
cg05585563,-0.001139542,0.879604254,B2-microglobulin
cg13576994,-0.001333159,0.885750906,B2-microglobulin
cg07996594,0.024535672,0.888046346,B2-microglobulin
cg23973162,-0.001976708,0.890432376,B2-microglobulin
cg07683594,-0.010434292,0.890954448,B2-microglobulin
cg03243768,-0.036446455,0.905287246,B2-microglobulin
cg07784872,-0.008901843,0.921967803,B2-microglobulin
cg19162300,-0.010107886,0.9348294,B2-microglobulin
cg06202653,0.001860837,0.935165276,B2-microglobulin
cg21553283,-0.002180292,0.949193459,B2-microglobulin
